File copied : /root/sailfish/code/static_analysis/analysis/NewIntelTechMedia.sol
processing /root/sailfish/code/static_analysis/analysis/NewIntelTechMedia.sol
Installing solc '0.4.26'...
Version '0.4.26' installed.
Switched global version to 0.4.26
[INFO] | 2023-12-05 04:11:32 AM | analyzer.NewIntelTechMedia | Analysis started at: 2023-12-05 04:11:32 AM
[INFO] | 2023-12-05 04:11:33 AM | analyzer.NewIntelTechMedia | Version constraints: ['^0.4.24']
[INFO] | 2023-12-05 04:11:33 AM | analyzer.NewIntelTechMedia | solc version: v0.4.24
[INFO] | 2023-12-05 04:11:34 AM | analyzer.NewIntelTechMedia | Callgraph generation started!
[INFO] | 2023-12-05 04:11:34 AM | analyzer.NewIntelTechMedia | Callgraph generation finished!
[INFO] | 2023-12-05 04:11:34 AM | analyzer.NewIntelTechMedia | Interprocedural CFG generation started!
[INFO] | 2023-12-05 04:11:34 AM | analyzer.NewIntelTechMedia | Interprocedural CFG generation finished!
[INFO] | 2023-12-05 04:11:34 AM | analyzer.NewIntelTechMedia | Storage dependency graph generation started!
[INFO] | 2023-12-05 04:11:34 AM | analyzer.NewIntelTechMedia | Storage dependency graph generation finished!
[INFO] | 2023-12-05 04:11:34 AM | analyzer.NewIntelTechMedia | Value Range Analysis started
[INFO] | 2023-12-05 04:11:34 AM | analyzer.NewIntelTechMedia | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2023-12-05 04:11:34 AM | analyzer.NewIntelTechMedia | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2023-12-05 04:11:34 AM | analyzer.NewIntelTechMedia | Range graph generated
[INFO] | 2023-12-05 04:11:34 AM | analyzer.NewIntelTechMedia | Processed function slitherConstructorConstantVariables
[INFO] | 2023-12-05 04:11:34 AM | analyzer.NewIntelTechMedia | Generating return summary for mul
[INFO] | 2023-12-05 04:11:34 AM | analyzer.NewIntelTechMedia | Return summary generated for mul
[INFO] | 2023-12-05 04:11:34 AM | analyzer.NewIntelTechMedia | State variable assignement do not exist
[INFO] | 2023-12-05 04:11:34 AM | analyzer.NewIntelTechMedia | Processed function mul
[INFO] | 2023-12-05 04:11:34 AM | analyzer.NewIntelTechMedia | Generating return summary for div
